address,type,size,symbol,x-value
0x10252af8,float,8,__real@4010ccccc0000000,4.199999809265137
0x10252b00,float,8,__real@c008000000000000,-3.0
0x10252b08,float,8,__real@c010ccccc0000000,-4.199999809265137
0x10252b10,float,4,__real@c4fa0000,-2000.0
0x10252b18,float,8,__real@3ff19999a0000000,1.100000023841858
0x10252d78,float,8,__real@3feb333340000000,0.8500000238418579
0x10252d80,float,8,__real@3feb333333333333,0.85
0x10252d90,float,8,__real@3f70101010101010,0.00392156862745098
0x10252dd0,float,4,__real@3e19999a,0.15000000596046448
0x10252dd8,float,8,__real@40f01d0000000000,66000.0
0x10252de0,float,4,__real@3da3d70a,0.07999999821186066
0x10252de4,float,4,__real@3d8f5c29,0.07000000029802322
0x10252de8,float,4,__real@3d75c28f,0.05999999865889549
0x10252df0,float,8,__real@40d5f90000000000,22500.0
0x10252df8,float,4,__real@3d99999a,0.07500000298023224
0x10252e00,float,8,__real@40f0428000000000,66600.0
0x10252e08,float,8,__real@40efa40000000000,64800.0
0x10252e10,float,8,__real@40ef338000000000,63900.0
0x10252e18,float,8,__real@40eec30000000000,63000.0
0x10252e20,float,8,__real@40d6da0000000000,23400.0
0x10252e28,float,8,__real@40d5888000000000,22050.0
0x10252e30,float,8,__real@3fd99999a0000000,0.4000000059604645
0x10252e38,float,4,__real@be99999a,-0.30000001192092896
0x10252e40,float,8,__real@4012d97c7f3321de,4.7123889803847
0x10252e48,float,8,__real@401921fb60000000,6.2831854820251465
0x10252e50,float,8,__real@40f5094120000000,86164.0703125
0x10252e58,float,8,__real@40f5180000000000,86400.0
0x10252e60,float,4,__real@4226eee6,41.733299255371094
0x10255998,float,8,__real@3faeb851eb851eb8,0.06
0x102559a0,float,8,__real@4008020c49ba5e35,3.001
0x102559a8,float,8,__real@3fbeb851e0000000,0.11999999731779099
0x10255a70,float,8,__real@3fc0a3d700000000,0.12999999523162842
0x10255a78,float,8,__real@3fe3333333333333,0.6
0x10255a80,float,8,__real@3fefffeb074a771d,0.99999
0x10255a88,float,8,__real@3ef0001000000000,1.5259021893143654e-05
0x10255ae0,float,8,__real@3fd51eb851eb851f,0.33
0x10255ae8,float,8,__real@3fe51eb851eb851f,0.66
0x10259c48,float,8,__real@3fe6666660000000,0.699999988079071
0x10259c50,float,8,__real@3fe051eb80000000,0.5099999904632568
0x10259ca8,float,8,__real@4040000000000000,32.0
0x10259ce8,float,4,__real@becccccd,-0.4000000059604645
0x10259cf0,float,8,__real@bfc999999999999a,-0.2
0x10259d00,float,8,__real@3fecccccc0000000,0.8999999761581421
0x10259d08,float,8,__real@3fc999999999999a,0.2
0x10259d10,float,8,__real@3ff3333340000000,1.2000000476837158
0x10259d40,float,8,__real@4202a05f20000000,10000000000.0
0x10259da8,float,8,__real@3ff3333333333333,1.2
0x10259db0,float,4,__real@41200000,10.0
0x1025a1f0,float,8,__real@3ffe666666666666,1.9
0x10263978,float,4,__real@4f800000,4294967296.0
0x10263980,float,8,__real@3ff0000000000000,1.0
0x10263988,float,4,__real@40000000,2.0
0x1026398c,float,4,__real@3fc00000,1.5
0x10263990,float,4,__real@40400000,3.0
0x10263994,float,4,__real@3f800000,1.0
0x10263998,float,4,__real@00000000,0.0
0x102639a0,float,8,__real@0000000000000000,0.0
0x102639a8,float,4,__real@40100000,2.25
0x102639ac,float,4,__real@3f400000,0.75
0x102639b0,float,4,__real@42c80000,100.0
0x102639b4,float,4,__real@bf800000,-1.0
